internal_id,source_name,mercury_story_name,delta_story_form,asset_kind,repo_path,raw_url
SPECIES_CLEFAIRY_REDUX,Clefairy Redux,Delta Clefairy,YES,normal_palette,graphics/pokemon/clefairy/redux/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/clefairy/redux/normal.pal
SPECIES_CLEFAIRY_REDUX,Clefairy Redux,Delta Clefairy,YES,shiny_palette,graphics/pokemon/clefairy/redux/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/clefairy/redux/shiny.pal
SPECIES_DEWGONG_REDUX,Dewgong Redux,Delta Dewgong,YES,front,graphics/pokemon/dewgong/redux/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/dewgong/redux/front.png
SPECIES_DEWGONG_REDUX,Dewgong Redux,Delta Dewgong,YES,back,graphics/pokemon/dewgong/redux/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/dewgong/redux/back.png
SPECIES_DEWGONG_REDUX,Dewgong Redux,Delta Dewgong,YES,icon,graphics/pokemon/dewgong/redux/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/dewgong/redux/icon.png
SPECIES_DEWGONG_REDUX,Dewgong Redux,Delta Dewgong,YES,normal_palette,graphics/pokemon/dewgong/redux/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/dewgong/redux/normal.pal
SPECIES_DEWGONG_REDUX,Dewgong Redux,Delta Dewgong,YES,shiny_palette,graphics/pokemon/dewgong/redux/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/dewgong/redux/shiny.pal
SPECIES_DARUMAKA_REDUX,Darumaka Redux,Delta Darumaka,YES,front,graphics/pokemon/darumaka/redux/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/darumaka/redux/front.png
SPECIES_DARUMAKA_REDUX,Darumaka Redux,Delta Darumaka,YES,back,graphics/pokemon/darumaka/redux/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/darumaka/redux/back.png
SPECIES_DARUMAKA_REDUX,Darumaka Redux,Delta Darumaka,YES,icon,graphics/pokemon/darumaka/redux/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/darumaka/redux/icon.png
SPECIES_DARUMAKA_REDUX,Darumaka Redux,Delta Darumaka,YES,normal_palette,graphics/pokemon/darumaka/redux/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/darumaka/redux/normal.pal
SPECIES_DARUMAKA_REDUX,Darumaka Redux,Delta Darumaka,YES,shiny_palette,graphics/pokemon/darumaka/redux/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/darumaka/redux/shiny.pal
SPECIES_DARMANITAN_REDUX,Darmanitan Redux,Delta Darmanitan,YES,front,graphics/pokemon/darmanitan/redux/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/darmanitan/redux/front.png
SPECIES_DARMANITAN_REDUX,Darmanitan Redux,Delta Darmanitan,YES,back,graphics/pokemon/darmanitan/redux/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/darmanitan/redux/back.png
SPECIES_DARMANITAN_REDUX,Darmanitan Redux,Delta Darmanitan,YES,icon,graphics/pokemon/darmanitan/redux/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/darmanitan/redux/icon.png
SPECIES_DARMANITAN_REDUX,Darmanitan Redux,Delta Darmanitan,YES,normal_palette,graphics/pokemon/darmanitan/redux/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/darmanitan/redux/normal.pal
SPECIES_DARMANITAN_REDUX,Darmanitan Redux,Delta Darmanitan,YES,shiny_palette,graphics/pokemon/darmanitan/redux/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/darmanitan/redux/shiny.pal
SPECIES_DUELUMBER,Duelumber,Duelumber,NO,front,graphics/pokemon/duelumber/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/duelumber/front.png
SPECIES_DUELUMBER,Duelumber,Duelumber,NO,back,graphics/pokemon/duelumber/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/duelumber/back.png
SPECIES_DUELUMBER,Duelumber,Duelumber,NO,icon,graphics/pokemon/duelumber/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/duelumber/icon.png
SPECIES_DUELUMBER,Duelumber,Duelumber,NO,normal_palette,graphics/pokemon/duelumber/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/duelumber/normal.pal
SPECIES_DUELUMBER,Duelumber,Duelumber,NO,shiny_palette,graphics/pokemon/duelumber/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/duelumber/shiny.pal
SPECIES_ESCARGINITE,Escarginite,Escarginite,NO,front,graphics/pokemon/escarginite/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/escarginite/front.png
SPECIES_ESCARGINITE,Escarginite,Escarginite,NO,back,graphics/pokemon/escarginite/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/escarginite/back.png
SPECIES_ESCARGINITE,Escarginite,Escarginite,NO,icon,graphics/pokemon/escarginite/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/escarginite/icon.png
SPECIES_ESCARGINITE,Escarginite,Escarginite,NO,normal_palette,graphics/pokemon/escarginite/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/escarginite/normal.pal
SPECIES_ESCARGINITE,Escarginite,Escarginite,NO,shiny_palette,graphics/pokemon/escarginite/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/escarginite/shiny.pal
SPECIES_FLAIRGRANCE,Flairgrance,Flairgrance,NO,front,graphics/pokemon/flairgrance/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/flairgrance/front.png
SPECIES_FLAIRGRANCE,Flairgrance,Flairgrance,NO,back,graphics/pokemon/flairgrance/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/flairgrance/back.png
SPECIES_FLAIRGRANCE,Flairgrance,Flairgrance,NO,icon,graphics/pokemon/flairgrance/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/flairgrance/icon.png
SPECIES_FLAIRGRANCE,Flairgrance,Flairgrance,NO,normal_palette,graphics/pokemon/flairgrance/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/flairgrance/normal.pal
SPECIES_FLAIRGRANCE,Flairgrance,Flairgrance,NO,shiny_palette,graphics/pokemon/flairgrance/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/flairgrance/shiny.pal
SPECIES_DREADNAUT,Dreadnaut,Dreadnaut,NO,front,graphics/pokemon/dreadnaut/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/dreadnaut/front.png
SPECIES_DREADNAUT,Dreadnaut,Dreadnaut,NO,back,graphics/pokemon/dreadnaut/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/dreadnaut/back.png
SPECIES_DREADNAUT,Dreadnaut,Dreadnaut,NO,icon,graphics/pokemon/dreadnaut/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/dreadnaut/icon.png
SPECIES_DREADNAUT,Dreadnaut,Dreadnaut,NO,normal_palette,graphics/pokemon/dreadnaut/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/dreadnaut/normal.pal
SPECIES_DREADNAUT,Dreadnaut,Dreadnaut,NO,shiny_palette,graphics/pokemon/dreadnaut/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/dreadnaut/shiny.pal
SPECIES_DREDWOOD,Dredwood,Dredwood,NO,front,graphics/pokemon/dredwood/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/dredwood/front.png
SPECIES_DREDWOOD,Dredwood,Dredwood,NO,back,graphics/pokemon/dredwood/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/dredwood/back.png
SPECIES_DREDWOOD,Dredwood,Dredwood,NO,icon,graphics/pokemon/dredwood/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/dredwood/icon.png
SPECIES_DREDWOOD,Dredwood,Dredwood,NO,normal_palette,graphics/pokemon/dredwood/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/dredwood/normal.pal
SPECIES_DREDWOOD,Dredwood,Dredwood,NO,shiny_palette,graphics/pokemon/dredwood/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/dredwood/shiny.pal
SPECIES_FLUFFBEE,Fluffbee,Fluffbee,NO,front,graphics/pokemon/fluffbee/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/fluffbee/front.png
SPECIES_FLUFFBEE,Fluffbee,Fluffbee,NO,back,graphics/pokemon/fluffbee/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/fluffbee/back.png
SPECIES_FLUFFBEE,Fluffbee,Fluffbee,NO,icon,graphics/pokemon/fluffbee/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/fluffbee/icon.png
SPECIES_FLUFFBEE,Fluffbee,Fluffbee,NO,normal_palette,graphics/pokemon/fluffbee/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/fluffbee/normal.pal
SPECIES_FLUFFBEE,Fluffbee,Fluffbee,NO,shiny_palette,graphics/pokemon/fluffbee/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/fluffbee/shiny.pal
SPECIES_EMPOLEON_REDUX_MEGA,Empoleon Redux Mega,Mega Delta Empoleon,YES,front,graphics/pokemon/empoleon/redux_mega/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/empoleon/redux_mega/front.png
SPECIES_EMPOLEON_REDUX_MEGA,Empoleon Redux Mega,Mega Delta Empoleon,YES,back,graphics/pokemon/empoleon/redux_mega/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/empoleon/redux_mega/back.png
SPECIES_EMPOLEON_REDUX_MEGA,Empoleon Redux Mega,Mega Delta Empoleon,YES,icon,graphics/pokemon/empoleon/redux_mega/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/empoleon/redux_mega/icon.png
SPECIES_EMPOLEON_REDUX_MEGA,Empoleon Redux Mega,Mega Delta Empoleon,YES,normal_palette,graphics/pokemon/empoleon/redux_mega/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/empoleon/redux_mega/normal.pal
SPECIES_EMPOLEON_REDUX_MEGA,Empoleon Redux Mega,Mega Delta Empoleon,YES,shiny_palette,graphics/pokemon/empoleon/redux_mega/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/empoleon/redux_mega/shiny.pal
SPECIES_FLYGON_REDUX_MEGA,Flygon Redux Mega,Mega Delta Flygon,YES,front,graphics/pokemon/flygon/redux_mega/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/flygon/redux_mega/front.png
SPECIES_FLYGON_REDUX_MEGA,Flygon Redux Mega,Mega Delta Flygon,YES,back,graphics/pokemon/flygon/redux_mega/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/flygon/redux_mega/back.png
SPECIES_FLYGON_REDUX_MEGA,Flygon Redux Mega,Mega Delta Flygon,YES,icon,graphics/pokemon/flygon/redux_mega/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/flygon/redux_mega/icon.png
SPECIES_FLYGON_REDUX_MEGA,Flygon Redux Mega,Mega Delta Flygon,YES,normal_palette,graphics/pokemon/flygon/redux_mega/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/flygon/redux_mega/normal.pal
SPECIES_FLYGON_REDUX_MEGA,Flygon Redux Mega,Mega Delta Flygon,YES,shiny_palette,graphics/pokemon/flygon/redux_mega/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/flygon/redux_mega/shiny.pal
SPECIES_FLOATZEL_REDUX,Floatzel Redux,Delta Floatzel,YES,front,graphics/pokemon/floatzel/redux/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/floatzel/redux/front.png
SPECIES_FLOATZEL_REDUX,Floatzel Redux,Delta Floatzel,YES,back,graphics/pokemon/floatzel/redux/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/floatzel/redux/back.png
SPECIES_FLOATZEL_REDUX,Floatzel Redux,Delta Floatzel,YES,icon,graphics/pokemon/floatzel/redux/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/floatzel/redux/icon.png
SPECIES_FLOATZEL_REDUX,Floatzel Redux,Delta Floatzel,YES,normal_palette,graphics/pokemon/floatzel/redux/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/floatzel/redux/normal.pal
SPECIES_FLOATZEL_REDUX,Floatzel Redux,Delta Floatzel,YES,shiny_palette,graphics/pokemon/floatzel/redux/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/floatzel/redux/shiny.pal
SPECIES_DUOSION_REDUX,Duosion Redux,Delta Duosion,YES,front,graphics/pokemon/duosion/redux/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/duosion/redux/front.png
SPECIES_DUOSION_REDUX,Duosion Redux,Delta Duosion,YES,back,graphics/pokemon/duosion/redux/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/duosion/redux/back.png
SPECIES_DUOSION_REDUX,Duosion Redux,Delta Duosion,YES,icon,graphics/pokemon/duosion/redux/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/duosion/redux/icon.png
SPECIES_DUOSION_REDUX,Duosion Redux,Delta Duosion,YES,normal_palette,graphics/pokemon/duosion/redux/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/duosion/redux/normal.pal
SPECIES_DUOSION_REDUX,Duosion Redux,Delta Duosion,YES,shiny_palette,graphics/pokemon/duosion/redux/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/duosion/redux/shiny.pal
SPECIES_EXPLOUD_REDUX,Exploud Redux,Delta Exploud,YES,front,graphics/pokemon/exploud/redux/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/exploud/redux/front.png
SPECIES_EXPLOUD_REDUX,Exploud Redux,Delta Exploud,YES,back,graphics/pokemon/exploud/redux/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/exploud/redux/back.png
SPECIES_EXPLOUD_REDUX,Exploud Redux,Delta Exploud,YES,icon,graphics/pokemon/exploud/redux/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/exploud/redux/icon.png
SPECIES_EXPLOUD_REDUX,Exploud Redux,Delta Exploud,YES,normal_palette,graphics/pokemon/exploud/redux/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/exploud/redux/normal.pal
SPECIES_EXPLOUD_REDUX,Exploud Redux,Delta Exploud,YES,shiny_palette,graphics/pokemon/exploud/redux/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/exploud/redux/shiny.pal
SPECIES_ESCARGINITE_REDUX,Escarginite Redux,Delta Escarginite,YES,front,graphics/pokemon/escarginite/redux/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/escarginite/redux/front.png
SPECIES_ESCARGINITE_REDUX,Escarginite Redux,Delta Escarginite,YES,back,graphics/pokemon/escarginite/redux/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/escarginite/redux/back.png
SPECIES_ESCARGINITE_REDUX,Escarginite Redux,Delta Escarginite,YES,icon,graphics/pokemon/escarginite/redux/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/escarginite/redux/icon.png
SPECIES_ESCARGINITE_REDUX,Escarginite Redux,Delta Escarginite,YES,normal_palette,graphics/pokemon/escarginite/redux/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/escarginite/redux/normal.pal
SPECIES_ESCARGINITE_REDUX,Escarginite Redux,Delta Escarginite,YES,shiny_palette,graphics/pokemon/escarginite/redux/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/escarginite/redux/shiny.pal
SPECIES_EMPOLEON_REDUX,Empoleon Redux,Delta Empoleon,YES,front,graphics/pokemon/empoleon/redux/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/empoleon/redux/front.png
SPECIES_EMPOLEON_REDUX,Empoleon Redux,Delta Empoleon,YES,back,graphics/pokemon/empoleon/redux/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/empoleon/redux/back.png
SPECIES_EMPOLEON_REDUX,Empoleon Redux,Delta Empoleon,YES,icon,graphics/pokemon/empoleon/redux/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/empoleon/redux/icon.png
SPECIES_EMPOLEON_REDUX,Empoleon Redux,Delta Empoleon,YES,normal_palette,graphics/pokemon/empoleon/redux/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/empoleon/redux/normal.pal
SPECIES_EMPOLEON_REDUX,Empoleon Redux,Delta Empoleon,YES,shiny_palette,graphics/pokemon/empoleon/redux/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/empoleon/redux/shiny.pal
SPECIES_FLYGON_REDUX,Flygon Redux,Delta Flygon,YES,front,graphics/pokemon/flygon/redux/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/flygon/redux/front.png
SPECIES_FLYGON_REDUX,Flygon Redux,Delta Flygon,YES,back,graphics/pokemon/flygon/redux/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/flygon/redux/back.png
SPECIES_FLYGON_REDUX,Flygon Redux,Delta Flygon,YES,icon,graphics/pokemon/flygon/redux/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/flygon/redux/icon.png
SPECIES_FLYGON_REDUX,Flygon Redux,Delta Flygon,YES,normal_palette,graphics/pokemon/flygon/redux/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/flygon/redux/normal.pal
SPECIES_FLYGON_REDUX,Flygon Redux,Delta Flygon,YES,shiny_palette,graphics/pokemon/flygon/redux/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/flygon/redux/shiny.pal
SPECIES_FROSLASS_REDUX,Froslass Redux,Delta Froslass,YES,front,graphics/pokemon/froslass/redux/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/froslass/redux/front.png
SPECIES_FROSLASS_REDUX,Froslass Redux,Delta Froslass,YES,back,graphics/pokemon/froslass/redux/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/froslass/redux/back.png
SPECIES_FROSLASS_REDUX,Froslass Redux,Delta Froslass,YES,icon,graphics/pokemon/froslass/redux/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/froslass/redux/icon.png
SPECIES_FROSLASS_REDUX,Froslass Redux,Delta Froslass,YES,normal_palette,graphics/pokemon/froslass/redux/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/froslass/redux/normal.pal
SPECIES_FROSLASS_REDUX,Froslass Redux,Delta Froslass,YES,shiny_palette,graphics/pokemon/froslass/redux/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/froslass/redux/shiny.pal
SPECIES_HELIOSUNNY,Heliosunny,Heliosunny,NO,front,graphics/pokemon/heliosunny/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/heliosunny/front.png
SPECIES_HELIOSUNNY,Heliosunny,Heliosunny,NO,back,graphics/pokemon/heliosunny/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/heliosunny/back.png
SPECIES_HELIOSUNNY,Heliosunny,Heliosunny,NO,icon,graphics/pokemon/heliosunny/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/heliosunny/icon.png
SPECIES_HELIOSUNNY,Heliosunny,Heliosunny,NO,normal_palette,graphics/pokemon/heliosunny/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/heliosunny/normal.pal
SPECIES_HELIOSUNNY,Heliosunny,Heliosunny,NO,shiny_palette,graphics/pokemon/heliosunny/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/heliosunny/shiny.pal
SPECIES_GOOSCHASE,Gooschase,Gooschase,NO,front,graphics/pokemon/gooschase/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/gooschase/front.png
